ENG_NAME,year,ndvi_crop,rain_gs,drought_class,drought_pixel_rate,cropland_pct,county_id,post_2010,event_time,drought_treated,drought_post,high_agriculture,drought_post_high_agri,ndvi_baseline,high_ndvi,drought_post_high_ndvi,high_elevation,drought_post_high_elev,pop_density_2000,high_density,drought_post_high_density
Jinping,2009,0.547547543854367,934.5984965175638,,,0.6768634021617014,28,0,-1,0,0,0,0,0.5588215797942088,0,0,0,0,131.49655604257984,0,0
Kaili,2009,0.534641498396665,824.1231466408668,,,0.1295503872491013,30,0,-1,0,0,0,0,0.5500083109267275,0,0,0,0,329.24961715160794,1,0
Leishan,2009,0.0,875.250462267315,,,0.0,32,0,-1,1,0,0,0,0.0,0,0,0,0,114.84823625922888,0,0
Liping,2009,0.5349229748238297,995.254096841938,,,0.0699572414605866,34,0,-1,0,0,0,0,0.5486270520983627,0,0,0,0,108.08376491781132,0,0
Majiang,2009,0.5373108156028367,827.2498332532736,,,0.2342795368308867,38,0,-1,1,0,0,0,0.5583096631205673,0,0,0,0,174.85428809325563,0,0
Rongjiang,2009,0.555755790960452,869.6924776334704,,,0.1059165205740615,52,0,-1,1,0,0,0,0.5657995762711865,1,0,0,0,96.50180940892642,0,0
Sansui,2009,0.5290895833333333,784.4704939866978,,,0.024231712184275,54,0,-1,0,0,0,0,0.5029312499999999,0,0,0,0,193.05019305019303,0,0
Shibing,2009,0.5283221590909091,785.7511686166473,,,0.1800570020027731,55,0,-1,0,0,0,0,0.5526907024793388,0,0,0,0,97.15025906735752,0,0
Taijiang,2009,0.0,825.4434577190796,,,0.0,61,0,-1,0,0,0,0,0.0,0,0,0,0,132.66998341625208,0,0
Tianzhu,2009,0.5359439444109975,854.4931530035991,,,1.2004976853149187,62,0,-1,0,0,0,0,0.544185879490267,0,0,0,0,172.64879600181737,0,0
Zhenyuan,2009,0.4775833333333333,769.2448138198304,,,0.0132085821597119,84,0,-1,0,0,0,0,0.5126375,0,0,0,0,127.79552715654953,0,0
Duyun,2009,0.5049009893891596,859.3068657912103,,,0.7528896069997555,14,0,-1,1,0,0,0,0.5303353348150271,0,0,0,0,202.2867194371152,0,0
Dushan,2009,0.4982707004104501,876.0573320819069,,,2.268073886546551,13,0,-1,1,0,0,0,0.5094219291331896,0,0,0,0,139.05930470347647,0,0
Fuquan,2009,0.5247359129623903,798.2763121347019,,,1.9000415442423029,16,0,-1,1,0,0,0,0.5462666155513287,0,0,0,0,177.72511848341233,0,0
Guiding,2009,0.5109163560497921,794.5914799296252,,,1.9846145338437,19,0,-1,1,0,0,0,0.5430811791514438,0,0,0,0,165.64417177914112,0,0
Huishui,2009,0.4698414863118144,827.9716670200311,,,3.2161450122685062,25,0,-1,1,0,1,0,0.5055148811268686,0,0,0,0,165.9919028340081,0,0
Libo,2009,0.5624960060441196,846.2777278249002,,,0.3420179137960863,33,0,-1,1,0,0,0,0.5719060132083291,1,0,0,0,67.34006734006734,0,0
Longli,2009,0.5290643015356192,780.6067516578132,,,1.561627333953895,36,0,-1,1,0,0,0,0.5547468480049857,0,0,0,0,131.49243918474687,0,0
Luodian,2009,0.5127897147576773,868.1039060506558,,,1.42830075791035,37,0,-1,1,0,0,0,0.5307700492502923,0,0,0,0,99.56853634251576,0,0
Pingtang,2009,0.5270310971701442,865.0744903525718,,,1.3923893833101004,44,0,-1,1,0,0,0,0.5362436109471612,0,0,0,0,102.65486725663716,0,0
Sandushuizu,2009,0.5465119859307356,870.883959363792,,,0.9778627380074192,53,0,-1,1,0,0,0,0.5512158499278494,0,0,0,0,130.25210084033614,0,0
Wengan,2009,0.5247857758814318,790.7336741791944,,,0.2552088108325727,67,0,-1,0,0,0,0,0.539987715397837,0,0,0,0,217.83181357649443,0,0
Changshun,2009,0.5067768327484864,826.1586213602211,,,5.319764488672762,6,0,-1,1,0,1,0,0.5236346270032257,0,0,0,0,152.96367112810708,0,0
Anlong,2009,0.5020268888654805,932.3338441898292,,,6.702513152252508,0,0,-1,0,0,1,0,0.5134174397601035,0,0,0,0,183.1992850759607,0,0
Ceheng,2009,0.5900757534721722,922.414092097678,,,0.6167886361640534,4,0,-1,0,0,0,0,0.5879226776802501,1,0,0,0,80.83140877598153,0,0
Puan,2009,0.4835237979621772,922.3975134232306,,,2.889410324973587,45,0,-1,1,0,0,0,0.5096022971664728,0,0,1,0,195.9412176347096,0,0
Qinglong,2009,0.5329356785336873,910.5858800844246,,,4.400841459366841,48,0,-1,1,0,1,0,0.5392488402548564,0,0,0,0,202.854996243426,0,0
Wangmo,2009,0.5569530651014536,895.747615941636,,,1.847908153841667,64,0,-1,1,0,0,0,0.5647911365155242,1,0,0,0,89.82035928143712,0,0
Xingren,2009,0.49484042285659,910.4486483891536,,,6.603030601557847,71,0,-1,0,0,1,0,0.5088626326884613,0,0,0,0,,0,0
Xingyi,2009,0.5149297498980684,860.1461001252623,,,4.785560651562789,72,0,-1,0,0,1,0,0.5201113934149545,0,0,0,0,243.90243902439025,1,0
Zhenfeng,2009,0.5047226801181227,896.261616431328,,,10.521882137488532,81,0,-1,0,0,1,0,0.5193393179289864,0,0,0,0,225.01654533421572,1,0
Liuzhite,2010,0.4794414683405944,1017.7541415486246,2.0,0.8,2.27228048698804,35,1,0,1,1,0,0,0.5431900812271002,0,0,0,0,334.82142857142856,1,1
Panzhou,2010,0.4846563888888889,1048.654326830217,0.0,0.4,0.0864725450880446,42,1,0,0,0,0,0,0.5440188952020202,0,0,1,0,,0,0
Shuicheng,2010,0.5170214372936907,895.4308060225894,2.0,0.8,1.921523088068112,57,1,0,1,1,0,0,0.5728227529591806,1,1,1,1,195.3125,0,0
Zhongshan,2010,0.4656361112936576,782.4267021248647,2.0,0.8,3.186154509638887,86,1,0,1,1,1,1,0.5289898294317594,0,0,1,1,,0,0
Guanlingbuyizumiaozu,2010,0.4998408354209237,1144.6722412085032,2.0,0.8,18.30559404058004,17,1,0,1,1,1,1,0.5418289418724831,0,0,0,0,218.28103683492495,0,0
Pingba,2010,0.4484245891751093,946.6392716325644,2.0,0.8,23.04381036544468,43,1,0,1,1,1,1,0.51749653033561,0,0,0,0,,0,0
Puding,2010,0.4469798169086402,1000.1737674505208,2.0,0.8,9.911927761216717,46,1,0,1,1,1,1,0.5108147690311406,0,0,0,0,368.66359447004606,1,1
Xixiu,2010,0.4495307958708817,1035.7130596165591,2.0,0.8,21.52884621920908,75,1,0,1,1,1,1,0.525234914722094,0,0,0,0,,0,0
Zhenningbuyizuandmiaozu,2010,0.4765278744697715,1155.2548869268685,2.0,0.8,5.147267131763767,83,1,0,1,1,1,1,0.5408999284938268,0,0,0,0,197.55955839628123,0,0
Ziyunmiaozuandbuyizu,2010,0.4538933100141411,1203.2907333600626,1.0,0.6,1.5019892158423918,87,1,0,0,0,0,0,0.5123081879161675,0,0,0,0,144.73684210526315,0,0
Dafang,2010,0.5245876952029257,759.9253777691644,1.0,0.6,18.02780994513717,9,1,0,0,0,1,0,0.5800633145247991,1,0,1,0,271.42857142857144,1,0
Hezhang,2010,0.5283708538432351,732.4388886764868,1.0,0.6,5.124168693188555,20,1,0,0,0,1,0,0.5611909950923055,1,0,1,0,191.0631741140216,0,0
Jinsha,2010,0.5566819578274155,738.9346788037901,1.0,0.6,1.431018253961164,29,1,0,0,0,0,0,0.5583334568729623,0,0,0,0,225.4746835443038,1,0
Nayong,2010,0.5250904421210572,827.5583147952568,2.0,0.8,6.898442444125343,41,1,0,1,1,1,1,0.5774449727943816,1,1,1,1,298.202614379085,1,1
Qixingguan,2010,0.5232194774379688,751.0540660365718,2.0,0.8,9.75842044134727,50,1,0,1,1,1,1,0.5875250232843955,1,1,1,1,363.4232121922626,1,1
Qianxi,2010,0.5202629203925572,791.3456211527676,1.0,0.6,9.388543507179223,47,1,0,0,0,1,0,0.5534201653145214,0,0,0,0,313.35683509596555,1,0
Weiningyizuhuizumiaozu,2010,0.5119204598763202,715.1828660084115,2.0,0.8,34.22099558416516,66,1,0,1,1,1,1,0.5344928769891708,0,0,1,1,165.18424396442185,0,0
Zhijin,2010,0.5210565907605896,883.2688894481246,2.0,0.8,3.332235401204219,85,1,0,1,1,1,1,0.5783823981431635,1,1,1,1,313.8075313807531,1,1
Guanshanhu,2010,0.3978187987457421,887.8208411085249,2.0,0.8,0.8585294211551363,18,1,0,1,1,0,0,0.5158036167351097,0,0,0,0,,0,0
Huaxi,2010,0.4712893277418273,980.847887773682,2.0,0.8,12.60055417198841,23,1,0,1,1,1,1,0.5290395919891179,0,0,0,0,,0,0
Kaiyang,2010,0.5062554007820137,836.8191160788249,1.0,0.6,0.3329483995264734,31,1,0,0,0,0,0,0.5602290902981428,0,0,0,0,207.30503455083908,0,0
Nanming,2010,0.4698072890088287,919.2066459999584,2.0,0.8,2.23661764027848,40,1,0,1,1,0,0,0.5545337407400402,0,0,0,0,,0,0
Qingzhen,2010,0.4380300087425779,868.2409841862047,2.0,0.8,3.4670192448949595,49,1,0,1,1,1,1,0.511695280829848,0,0,0,0,335.1206434316354,1,1
Wudang,2010,0.5408613095238095,891.438217389922,2.0,0.8,0.1097375193295826,69,1,0,1,1,0,0,0.5798244588744589,1,1,0,0,,0,0
Xifeng,2010,0.4993361868686869,788.405126094119,1.0,0.6,0.3608225055137449,70,1,0,0,0,0,0,0.5541319318181818,0,0,0,0,231.43683702989392,1,0
Xiuwen,2010,0.4717514378478665,834.4573635097512,2.0,0.8,0.2790995482418099,74,1,0,1,1,0,0,0.531109199134199,0,0,0,0,270.7749766573296,1,1
Yunyan,2010,0.4529182176565376,898.4385302125643,2.0,0.8,1.6371877072739325,78,1,0,1,1,0,0,0.536317225627302,0,0,0,0,,0,0
Baiyun,2010,0.4795529166666667,876.6035682633011,2.0,0.8,0.463004993191103,1,1,0,1,1,0,0,0.53054625,0,0,0,0,,0,0
Bozhou,2010,0.5325194010142795,781.3770502138426,1.0,0.6,0.3291591893929039,3,1,0,0,0,0,0,0.56792391370366,1,0,0,0,,0,0
Chishui,2010,0.0,849.0886360098644,0.0,0.4,0.0,7,1,0,0,0,0,0,0.0,0,0,0,0,161.02165463631317,0,0
Daozhengelaozumiaozu,2010,0.561492933424724,966.1373208374572,0.0,0.2,0.362037708402099,11,1,0,0,0,0,0,0.5922148730712615,1,0,0,0,148.4230055658627,0,0
Fenggang,2010,0.5753895833333333,874.3698838843441,0.0,0.4,0.0132555880100867,15,1,0,0,0,0,0,0.5404666666666667,0,0,0,0,207.11630377057887,0,0
Huichuan,2010,0.4960597222222223,804.0667653026403,1.0,0.6,0.0657557984365592,24,1,0,0,0,0,0,0.5739479166666668,1,0,0,0,,0,0
Meitan,2010,0.5069545977011495,852.2317863137944,0.0,0.4,0.1738245866094767,39,1,0,0,0,0,0,0.5481515151515151,0,0,0,0,249.32249322493223,1,0
Renhuai,2010,0.5350439315835075,790.0332593522578,2.0,0.8,0.845914833623062,51,1,0,1,1,0,0,0.583264056773052,1,1,0,0,313.19910514541385,1,1
Suiyang,2010,0.445507944577353,916.4486256904264,0.0,0.4,0.499793049936647,60,1,0,0,0,0,0,0.5427392643540669,0,0,0,0,190.95869056897897,0,0
Tongzi,2010,0.4679449692656097,924.1526480711308,1.0,0.6,0.4280443029668578,63,1,0,0,0,0,0,0.5655951256335598,1,0,0,0,196.875,0,0
Wuchuangelaozumiaozu,2010,0.5121423512945097,1016.6572320760476,0.0,0.2,0.3173505550547649,68,1,0,0,0,0,0,0.5624551943543592,1,0,0,0,147.85430941218897,0,0
Xishui,2010,0.4988271260997068,858.4501958957779,0.0,0.4,0.1542982328473391,73,1,0,0,0,0,0,0.5727101967253176,1,0,0,0,207.80051150895144,0,0
Yuqing,2010,0.5132408346653552,816.2852365203333,1.0,0.6,0.1213940636677859,80,1,0,0,0,0,0,0.5535511393909587,0,0,0,0,172.5200246457178,0,0
Zhengan,2010,0.5169694744549205,1004.425169118557,0.0,0.2,0.5374867708657205,82,1,0,0,0,0,0,0.5777959473460957,1,0,0,0,219.65317919075144,0,0
Honghuagang,2010,0.0,766.0384424862197,1.0,0.6,0.0,21,1,0,0,0,0,0,0.0,0,0,0,0,,0,0
Bijiang,2010,0.5100227941176471,1001.7612715894678,0.0,0.4,0.1752654670805311,2,1,0,0,0,0,0,0.5371727829768272,0,0,0,0,231.17569352708057,1,0
Dejiang,2010,0.5307191759744704,947.7572491056986,0.0,0.4,0.282678600620447,12,1,0,0,0,0,0,0.5511258566690383,0,0,0,0,217.1814671814672,0,0
Jiangkou,2010,0.0,980.4703578714308,0.0,0.4,0.0,26,1,0,0,0,0,0,0.0,0,0,0,0,117.6470588235294,0,0
Shiqian,2010,0.5482354166666666,849.231766853443,1.0,0.6,0.0203202837975991,56,1,0,0,0,0,0,0.5306109375,0,0,0,0,174.95395948434623,0,0
Sinan,2010,0.5325821428571428,868.7636177698242,0.0,0.4,0.0477461813002081,58,1,0,0,0,0,0,0.5319536904761905,0,0,0,0,246.52622142536976,1,0
Songtaomiaozu,2010,0.5367229355165699,1076.2435222487295,0.0,0.4,0.106202726155739,59,1,0,0,0,0,0,0.5385140032762183,0,0,0,0,223.698007689619,0,0
Wanshan,2010,0.539259375,962.044172165517,0.0,0.4,0.0593635528737197,65,1,0,0,0,0,0,0.5727885416666667,1,0,0,0,,0,0
Yanhetujiazu,2010,0.5393251680269302,1011.5142250876528,0.0,0.2,0.8710159395916927,76,1,0,0,0,0,0,0.5491390832526125,0,0,0,0,222.7622519238558,0,0
Yinjiangtujiazuandmiaozu,2010,0.5805380952380952,988.763085303378,0.0,0.4,0.0253834013459175,77,1,0,0,0,0,0,0.5717520833333334,1,0,0,0,209.0770015298317,0,0
Yupingdongzu,2010,0.5302223958333334,899.0849589236318,0.0,0.4,0.1911698281533182,79,1,0,0,0,0,0,0.5162242187499999,0,0,0,0,271.3178294573643,1,0
Cengong,2010,0.0,886.1369479835785,0.0,0.4,0.0,5,1,0,0,0,0,0,0.0,0,0,0,0,141.22394082044386,0,0
Congjiang,2010,0.5021780293709945,1157.6414739447164,2.0,0.8,0.0677082795905818,8,1,0,1,1,0,0,0.5535379963091378,0,0,0,0,92.47842170160295,0,0
Danzhai,2010,0.4998158171521034,993.4462761237852,2.0,0.8,1.3763281930347002,10,1,0,1,1,0,0,0.5484241762283024,0,0,0,0,159.9147121535181,0,0
Huangping,2010,0.513210578491016,857.9751740369285,1.0,0.6,1.1529161098511465,22,1,0,0,0,0,0,0.5331299919251149,0,0,0,0,197.84172661870505,0,0
Jianhe,2010,0.5113125000000001,920.4573145836462,0.0,0.4,0.0114101617558225,27,1,0,0,0,0,0,0.5425614583333334,0,0,0,0,98.03921568627452,0,0
Jinping,2010,0.4914633759165597,974.0421208373303,0.0,0.4,0.6768634021617014,28,1,0,0,0,0,0,0.5588215797942088,0,0,0,0,131.49655604257984,0,0
Kaili,2010,0.4928446005291004,921.4363137243322,1.0,0.6,0.1295503872491013,30,1,0,0,0,0,0,0.5500083109267275,0,0,0,0,329.24961715160794,1,0
Leishan,2010,0.0,1026.4735444778448,2.0,0.8,0.0,32,1,0,1,1,0,0,0.0,0,0,0,0,114.84823625922888,0,0
Liping,2010,0.5029435010350669,1102.0507822499803,0.0,0.4,0.0699572414605866,34,1,0,0,0,0,0,0.5486270520983627,0,0,0,0,108.08376491781132,0,0
Majiang,2010,0.4856558510638299,967.2385799563745,2.0,0.8,0.2342795368308867,38,1,0,1,1,0,0,0.5583096631205673,0,0,0,0,174.85428809325563,0,0
Rongjiang,2010,0.5345843220338982,1055.4529022173836,2.0,0.8,0.1059165205740615,52,1,0,1,1,0,0,0.5657995762711865,1,1,0,0,96.50180940892642,0,0
Sansui,2010,0.4908791666666667,863.6618300090802,0.0,0.4,0.024231712184275,54,1,0,0,0,0,0,0.5029312499999999,0,0,0,0,193.05019305019303,0,0
Shibing,2010,0.4998804924242425,845.9478768947852,1.0,0.6,0.1800570020027731,55,1,0,0,0,0,0,0.5526907024793388,0,0,0,0,97.15025906735752,0,0
Taijiang,2010,0.0,925.8244527140412,1.0,0.6,0.0,61,1,0,0,0,0,0,0.0,0,0,0,0,132.66998341625208,0,0
Tianzhu,2010,0.501611927219212,938.1412040570568,0.0,0.4,1.2004976853149187,62,1,0,0,0,0,0,0.544185879490267,0,0,0,0,172.64879600181737,0,0
Zhenyuan,2010,0.4581363636363637,870.2574468062074,1.0,0.6,0.0132085821597119,84,1,0,0,0,0,0,0.5126375,0,0,0,0,127.79552715654953,0,0
Duyun,2010,0.4816966040531497,1089.2703575104815,2.0,0.8,0.7528896069997555,14,1,0,1,1,0,0,0.5303353348150271,0,0,0,0,202.2867194371152,0,0
Dushan,2010,0.4691135490241827,1174.1463373487866,2.0,0.8,2.268073886546551,13,1,0,1,1,0,0,0.5094219291331896,0,0,0,0,139.05930470347647,0,0
Fuquan,2010,0.5105156785899496,894.8169303229296,2.0,0.8,1.9000415442423029,16,1,0,1,1,0,0,0.5462666155513287,0,0,0,0,177.72511848341233,0,0
Guiding,2010,0.4753505163880763,1000.8514856478354,2.0,0.8,1.9846145338437,19,1,0,1,1,0,0,0.5430811791514438,0,0,0,0,165.64417177914112,0,0
Huishui,2010,0.4713703633988614,1146.4566827337444,2.0,0.8,3.2161450122685062,25,1,0,1,1,1,1,0.5055148811268686,0,0,0,0,165.9919028340081,0,0
Libo,2010,0.5404861845917371,1197.852675399807,2.0,0.8,0.3420179137960863,33,1,0,1,1,0,0,0.5719060132083291,1,1,0,0,67.34006734006734,0,0
Longli,2010,0.4896126114034967,978.4664085782324,2.0,0.8,1.561627333953895,36,1,0,1,1,0,0,0.5547468480049857,0,0,0,0,131.49243918474687,0,0
Luodian,2010,0.4877808249353988,1216.2237833202755,2.0,0.8,1.42830075791035,37,1,0,1,1,0,0,0.5307700492502923,0,0,0,0,99.56853634251576,0,0
Pingtang,2010,0.463575646467706,1200.1627496816293,2.0,0.8,1.3923893833101004,44,1,0,1,1,0,0,0.5362436109471612,0,0,0,0,102.65486725663716,0,0
Sandushuizu,2010,0.5012282467532471,1134.63555329628,2.0,0.8,0.9778627380074192,53,1,0,1,1,0,0,0.5512158499278494,0,0,0,0,130.25210084033614,0,0
Wengan,2010,0.5140706604107573,829.4953597784987,1.0,0.6,0.2552088108325727,67,1,0,0,0,0,0,0.539987715397837,0,0,0,0,217.83181357649443,0,0
Changshun,2010,0.4398179730238344,1116.683355150822,2.0,0.8,5.319764488672762,6,1,0,1,1,1,1,0.5236346270032257,0,0,0,0,152.96367112810708,0,0
Anlong,2010,0.5140149029402383,1261.8231793433026,0.0,0.4,6.702513152252508,0,1,0,0,0,1,0,0.5134174397601035,0,0,0,0,183.1992850759607,0,0
Ceheng,2010,0.5537150148587731,1238.3622814694893,1.0,0.6,0.6167886361640534,4,1,0,0,0,0,0,0.5879226776802501,1,0,0,0,80.83140877598153,0,0
Puan,2010,0.5011358309170281,1071.641229079888,2.0,0.8,2.889410324973587,45,1,0,1,1,0,0,0.5096022971664728,0,0,1,1,195.9412176347096,0,0
Qinglong,2010,0.4999925540636073,1078.4970200200798,2.0,0.8,4.400841459366841,48,1,0,1,1,1,1,0.5392488402548564,0,0,0,0,202.854996243426,0,0
Wangmo,2010,0.5364626048212984,1244.0452649375293,2.0,0.8,1.847908153841667,64,1,0,1,1,0,0,0.5647911365155242,1,1,0,0,89.82035928143712,0,0
Xingren,2010,0.4868484785560784,1198.6606686475714,0.0,0.4,6.603030601557847,71,1,0,0,0,1,0,0.5088626326884613,0,0,0,0,,0,0
Xingyi,2010,0.511486751265625,1116.3651130760784,1.0,0.6,4.785560651562789,72,1,0,0,0,1,0,0.5201113934149545,0,0,0,0,243.90243902439025,1,0
Zhenfeng,2010,0.4708459263287484,1205.4272815146828,1.0,0.6,10.521882137488532,81,1,0,0,0,1,0,0.5193393179289864,0,0,0,0,225.01654533421572,1,0
Liuzhite,2011,0.5498751557948995,773.0503054182819,,,2.27228048698804,35,1,1,1,1,0,0,0.5431900812271002,0,0,0,0,334.82142857142856,1,1
Panzhou,2011,0.4982630555555555,748.9308476189037,,,0.0864725450880446,42,1,1,0,0,0,0,0.5440188952020202,0,0,1,0,,0,0
Shuicheng,2011,0.5516442786500617,692.8406410839212,,,1.921523088068112,57,1,1,1,1,0,0,0.5728227529591806,1,1,1,1,195.3125,0,0
Zhongshan,2011,0.5071156563315209,639.9897419046608,,,3.186154509638887,86,1,1,1,1,1,1,0.5289898294317594,0,0,1,1,,0,0
Guanlingbuyizumiaozu,2011,0.5347593692595317,768.8393767870429,,,18.30559404058004,17,1,1,1,1,1,1,0.5418289418724831,0,0,0,0,218.28103683492495,0,0
Pingba,2011,0.528596973791551,642.5342180037812,,,23.04381036544468,43,1,1,1,1,1,1,0.51749653033561,0,0,0,0,,0,0
Puding,2011,0.5327384132914125,715.5395378255976,,,9.911927761216717,46,1,1,1,1,1,1,0.5108147690311406,0,0,0,0,368.66359447004606,1,1
Xixiu,2011,0.5469494193119709,672.1679349078074,,,21.52884621920908,75,1,1,1,1,1,1,0.525234914722094,0,0,0,0,,0,0
Zhenningbuyizuandmiaozu,2011,0.5303801838301077,716.3950135771439,,,5.147267131763767,83,1,1,1,1,1,1,0.5408999284938268,0,0,0,0,197.55955839628123,0,0
Ziyunmiaozuandbuyizu,2011,0.5123332697788795,703.9234928905616,,,1.5019892158423918,87,1,1,0,0,0,0,0.5123081879161675,0,0,0,0,144.73684210526315,0,0
Dafang,2011,0.537309282079126,602.8365081471823,,,18.02780994513717,9,1,1,0,0,1,0,0.5800633145247991,1,0,1,0,271.42857142857144,1,0
Hezhang,2011,0.5537629564251454,558.834867000356,,,5.124168693188555,20,1,1,0,0,1,0,0.5611909950923055,1,0,1,0,191.0631741140216,0,0
Jinsha,2011,0.5380128368070419,551.6165531902456,,,1.431018253961164,29,1,1,0,0,0,0,0.5583334568729623,0,0,0,0,225.4746835443038,1,0
Nayong,2011,0.5523798473747243,642.2097576646637,,,6.898442444125343,41,1,1,1,1,1,1,0.5774449727943816,1,1,1,1,298.202614379085,1,1
Qixingguan,2011,0.5410132163338095,538.9638658876969,,,9.75842044134727,50,1,1,1,1,1,1,0.5875250232843955,1,1,1,1,363.4232121922626,1,1
Qianxi,2011,0.5091581490497743,618.5714027362153,,,9.388543507179223,47,1,1,0,0,1,0,0.5534201653145214,0,0,0,0,313.35683509596555,1,0
Weiningyizuhuizumiaozu,2011,0.5152153086885544,512.8653459771506,,,34.22099558416516,66,1,1,1,1,1,1,0.5344928769891708,0,0,1,1,165.18424396442185,0,0
Zhijin,2011,0.54185975426451,680.9748389780136,,,3.332235401204219,85,1,1,1,1,1,1,0.5783823981431635,1,1,1,1,313.8075313807531,1,1
Guanshanhu,2011,0.48111242717983,607.0559124610068,,,0.8585294211551363,18,1,1,1,1,0,0,0.5158036167351097,0,0,0,0,,0,0
Huaxi,2011,0.518713800963318,636.6438995985553,,,12.60055417198841,23,1,1,1,1,1,1,0.5290395919891179,0,0,0,0,,0,0
Kaiyang,2011,0.4965257392473116,562.0579648340647,,,0.3329483995264734,31,1,1,0,0,0,0,0.5602290902981428,0,0,0,0,207.30503455083908,0,0
Nanming,2011,0.5113321018479986,615.0862276848815,,,2.23661764027848,40,1,1,1,1,0,0,0.5545337407400402,0,0,0,0,,0,0
Qingzhen,2011,0.5132222564734177,629.795010930553,,,3.4670192448949595,49,1,1,1,1,1,1,0.511695280829848,0,0,0,0,335.1206434316354,1,1
Wudang,2011,0.5060041666666667,595.0377459619028,,,0.1097375193295826,69,1,1,1,1,0,0,0.5798244588744589,1,1,0,0,,0,0
Xifeng,2011,0.5303059722222222,538.7207372889505,,,0.3608225055137449,70,1,1,0,0,0,0,0.5541319318181818,0,0,0,0,231.43683702989392,1,0
